,id,longid,guid,name,entrytype,entrytype_text,description_short,rock_parent,rock_parent2,rock_root,rock_bgs_code,meteoritical_code
395,50461,1:1:50461:8,b3b48d10-ce16-4ddd-91f9-bda87dc8b461,LL3.4 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.4.,49746,0,0,,LL3.4
396,50462,1:1:50462:7,d5b57c95-d48f-4dbe-9dbf-cd701233f9ef,LL4-5 chondrite meteorite,7,rock,An LL chondrite that is a breccia of petrological types 4 to 5.,49768,49772,0,,LL4-5
397,50463,1:1:50463:6,2ae996be-f9a4-4e45-ae78-86b65b95f391,LL5-6 chondrite meteorite,7,rock,An LL chondrite that is a breccia of petrological types 5 to 6.,49772,49776,0,,LL5-6
398,52197,1:1:52197:0,2c3e59d4-be7e-46c4-abce-6d96816be428,Orthopyroxene-rich Martian meteorite,7,rock,"An orthopyroxene-rich martian meteorite; this martian meteorite is not assigned to the shergottite, nakhlite, or chassignite types.",49938,0,0,,Martian (OPX)
399,52198,1:1:52198:9,ee8d8484-d5cc-457d-b67b-e3e353f6af31,Martian (basaltic breccia) meteorite,7,rock,"A martian meteorite that is a breccia dominantly composed of basaltic clasts; this martian meteorite is not assigned to the shergottite, nakhlite, or chassignite types.",49938,0,0,,Martian (basaltic breccia)
400,52199,1:1:52199:8,b9ee7d39-8f62-4ee7-94d7-59f9bf63f803,H3.5 chondrite meteorite,7,rock,An H chondrite that is petrological type 3.5,49585,0,0,,H3.5
401,52200,1:1:52200:3,3fd5fce7-9002-40a1-b941-5a66cc7cf2a1,H3.4 chondrite meteorite,7,rock,An H chondrite that is petrological type 3.4,49585,0,0,,H3.4
402,52201,1:1:52201:2,d70114ef-8181-471f-b016-d20501d4d4e0,Ungrouped Achondrite meteorite,7,rock,"A stony meteorite that lacks chondrules and originated on a differentiated parent body, which has been well-enough characterized to determine that it does not fit into any of the established groups.",50269,0,0,,Achondrite-ung
403,52202,1:1:52202:1,5451fa40-2062-40a9-924d-197e7eba6476,Ungrouped C chondrite meteorite,7,rock,A carbonaceous chondrite of unspecified petrologic type that is ungrouped.,49520,0,0,,C-ung
404,52203,1:1:52203:0,509549fb-0a96-47e0-9679-4ddcb72b1d65,CK3-6 chondrite meteorite,7,rock,A carbonaceous chondrite of the CK group with clasts ranging from petrologic type type 3 to type 6.,49544,49551,0,,CK3-6
405,52204,1:1:52204:9,94eda33b-20ff-4675-8b40-01300d2c5507,CH/CBb chondrite meteorite,7,rock,A carbonaceous chondrite that is transitional between the CH group and the b-subgroup of the CB group,49539,49538,0,,CH/CBb
406,52205,1:1:52205:8,097d8710-0845-4c8b-a426-2497d51976c4,CK4/5 chondrite meteorite,7,rock,A carbonaceous chondrite of the CK group that is either petrologic type 4 or type 5.,49548,49550,0,,CK4/5
407,52206,1:1:52206:7,32eff641-77f3-4462-af5a-4b105121afa2,Anomalous CK5 chondrite meteorite,7,rock,A carbonaceous chondrite of the CK group that is anomalous and petrologic type 5.,49550,0,0,,CK5-an
408,52207,1:1:52207:6,636b2d56-d59b-4b19-932b-dfbbc142e24a,CK5/6 chondrite meteorite,7,rock,A carbonaceous chondrite of the CK group that is either petrologic type 5 or type 6.,49550,49551,0,,CK5/6
409,52208,1:1:52208:5,f9b4fa93-fe74-46ff-a276-9b8b06433dfc,EH4/5 chondrite meteorite,7,rock,An enstatite chondrite of the EH group that is either petrologic type 4 or 5.,49813,0,0,,EH4/5
410,52209,1:1:52209:4,7aa36443-a701-492c-8e5b-b1bb8e655a08,R3-4 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3 and type 4 components.,49835,49836,0,,R3-4
411,52210,1:1:52210:0,f303de6f-0ee9-4ed5-8ac7-17c7e5549a3a,R3-5 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3 to type 5 components.,49835,49837,0,,R3-5
412,52211,1:1:52211:9,90f10627-1837-4eed-94e5-02e1b74c138e,R3-6 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3 to type 6 components.,49835,49838,0,,R3-6
413,52212,1:1:52212:8,f54a971f-1549-49ff-8b08-7c73e8ca6d05,R3.4 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.4,49835,0,0,,R3.4
414,52213,1:1:52213:7,b8ff9a6e-55b7-4dee-bc9d-17359dd684ac,R3.5-4 chondrite meteorite,7,rock,An R chondrite that is a breccia of type 3.5 to type 4 components.,52209,0,0,,R3.5-4
415,52214,1:1:52214:6,7506cca5-e84f-4080-9dfc-55e247acbec0,R3.5-6 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 3.5 to type 6.,52211,0,0,,R3.5-6
416,52215,1:1:52215:5,229cc810-cef2-4124-a715-8f9e3305fc42,R3.6 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.6,49835,0,0,,R3.6
417,52216,1:1:52216:4,0267ad86-fb1b-4af8-b019-330af9aaee03,R3.7 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.7,49835,0,0,,R3.7
418,52217,1:1:52217:3,53d6a36e-dc68-4ad4-8446-7e8502780ace,R3.8 chondrite meteorite,7,rock,An R chondrite that is petrologic type 3.8,49835,0,0,,R3.8
419,52218,1:1:52218:2,6944b882-8d8a-4f79-a12e-8774b544ddd7,R3.8-5 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 3.8 to type 5.,52210,0,0,,R3.8-5
420,52219,1:1:52219:1,d0615117-ac3f-4b1f-b375-ca2b96e2bdaa,R3.8-6 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 3.8 to type 6.,52211,0,0,,R3.8-6
421,52220,1:1:52220:7,61e1e925-93c8-4105-9bbc-0f05c1d3128d,R3.9 chondrite meteorite,7,rock,An R chondrite of petrologic type 3.9,49835,0,0,,R3.9
422,52221,1:1:52221:6,67e84740-748d-4dfa-83bc-dc6daa3949b0,R3/4 chondrite meteorite,7,rock,An R chondrite that is either petrologic type 3 or type 4.,49835,49836,0,,R3/4
423,52222,1:1:52222:5,ccb96abf-4898-4b5a-a94d-7febe29ca594,R4-5 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 4 to type 5.,49836,49837,0,,R4-5
424,52223,1:1:52223:4,b57492cd-e6a9-49fd-9154-ce8065cc3755,R4-6 chondrite meteorite,7,rock,An R chondrite that is a breccia of components ranging from petrologic type 4 to type 6.,49836,49838,0,,R4-6
425,52224,1:1:52224:3,91bcd46b-39ee-4150-9038-e53b303128d7,R4/5 chondrite meteorite,7,rock,An R chondrite that is either petrologic type 4 or type 5.,49836,49837,0,,R4/5
426,52225,1:1:52225:2,a565479d-cd5b-4e53-a16a-e32f695fba23,Mesosiderite-A3/4 meteorite,7,rock,A mesosiderite of petrologic class A and metamorphic grade 3 or 4.,49909,49910,0,,Mesosiderite-A3/4
427,52226,1:1:52226:1,143d93b7-6104-4ab0-822c-05ccd12f7fa7,H3.8 chondrite meteorite,7,rock,An ordinary chondrite from the H group that is petrologic type 3.8,49585,0,0,,H3.8
428,52227,1:1:52227:0,bf47f61d-4c17-432c-a8b3-142c28e93e21,H3.9 chondrite meteorite,7,rock,An ordinary chondrite from the H group that is petrologic type 3.9,49585,0,0,,H3.9
429,52228,1:1:52228:9,a3aad6e5-989b-4915-8a88-0137567e8c0e,H3.6 chondrite meteorite,7,rock,An ordinary chondrite from the H group that is petrologic type 3.6,49585,0,0,,H3.6
430,52229,1:1:52229:8,c52cd725-8780-45f0-b8f4-58f1455c8534,H3.7 chondrite meteorite,7,rock,An ordinary chondrite from the H group that is petrologic type 3.7,49585,0,0,,H3.7
431,52231,1:1:52231:3,f6b77399-b563-41e1-a291-abfb6f0a01f9,Ungrouped iron meteorite,7,rock,,49960,0,0,,"Iron, ungrouped"
432,52237,1:1:52237:7,7fe59a73-3984-4e98-8ec8-5840d8abee9a,Relict meteorite,7,rock,A highly altered object that is likely to have a meteoritic origin. These are dominantly (>95%) composed of secondary minerals formed from alteration after it landed.,49514,0,1,,Relict meteorite
433,52238,1:1:52238:6,ec668dd3-39e7-462f-9784-d0903d5338f6,Relict H meteorite,7,rock,A relict meteorite that originated as an H group ordinary chondrite.,52237,0,0,,Relict H
434,52239,1:1:52239:5,0c9bd432-8ba9-4188-ac7e-8b2e55ecb90b,Relict iron meteorite,7,rock,A relict meteorite that originated as an iron meteorite.,52237,0,0,,Relict iron
435,52240,1:1:52240:1,d184b130-7ff1-4dd3-b312-8865566fe78b,Relict OC meteorite,7,rock,A relict meteorite that originated as an ordinary chondrite.,52237,0,0,,Relict OC
436,52241,1:1:52241:0,e199225c-8084-41d3-86c4-bc55387c0047,Relict ureilite meteorite,7,rock,A relict meteorite that originated as a ureilite.,52237,0,0,,Relict ureilite
437,52360,1:1:52360:4,c7c09658-a546-4500-84ee-9861a7641b13,Anomalous EH7 chondrite meteorite,7,rock,An enstatite chondrite of the EH group that is petrologic type 7 and has anomalous properties.,49819,0,0,,EH7-an
438,52368,1:1:52368:6,2b2a93d2-97f0-44e6-8aff-10e252e4675d,H3.3 chondrite meteorite,7,rock,An H chondrite meteorite that is of petrologic type 3.3,49585,0,0,,H3.3
439,52369,1:1:52369:5,d839986c-5e8b-4625-9b70-973443768710,Unclassified stony meteorite,7,rock,A stony meteorite that has not yet been classified.,49514,0,0,,Stone-uncl
440,52370,1:1:52370:1,8bf432d8-8397-453b-9d85-79155c8cb6f4,IIG iron meteorite,7,rock,An iron meteorite belonging to chemical group IIG,49919,0,0,,"Iron, IIG"
441,52371,1:1:52371:0,d1b5813a-1548-49ab-a2d5-9d051b68dd0b,Ungrouped pallasite meteorite,7,rock,"A pallasite that is neither a member of the main group nor the Eagle Station grouplet, and is therefore ungrouped.",49898,0,0,,"Pallasite, ungrouped"
442,52372,1:1:52372:9,5ec905dc-67db-44ab-a287-cdbae708e6e4,Anomalous aubrite meteorite,7,rock,An aubrite with certain anomalous properties.,49873,0,0,,Aubrite-an
443,52373,1:1:52373:8,79db03ac-1c59-4104-9468-d3c92ae02bc7,Possible iron meteorite,7,rock,A possible iron meteorite that has not been classified.,49960,0,0,,Iron?
444,52374,1:1:52374:7,99ac4188-a89b-44d3-b93e-1f774f425586,OC3 chondrite meteorite,7,rock,"An ordinary chondrite, not yet assigned to a group, that is petrologic type 3.",49581,0,0,,OC3
445,52393,1:1:52393:2,ef6667bf-58da-4115-9c4c-0a63fee588e5,Possible IAB complex iron meteorite,7,rock,An iron meteorite that may belong to the IAB complex.,49851,0,0,,"Iron, IAB?"
446,52394,1:1:52394:1,36be94ff-1d76-46df-866f-535d7219b2a4,LL7 chondrite meteorite,7,rock,"An ordinary chondrite from the LL group that is petrologic type 7.

Note: Type 7 designates chondrites which have been metamorphosed to nearly the point of melting. Minerals are equilibrated and chondrules are indistinct or absent. This term is not u...",49745,0,0,,LL7
447,52395,1:1:52395:0,56c71848-e6c0-490c-be65-7497de84c002,Anomalous H3.8 chondrite meteorite,7,rock,An ordinary chondrite from the H group that is petrologic type 3.8 and has anomalous properties.,52226,0,0,,H3.8-an
448,52396,1:1:52396:9,8715c638-0969-4e29-a99d-d5078b9c3faf,CO3-melt breccia chondrite meteorite,7,rock,A carbonaceous chondrite of the CO group that is petrologic type 3 and is a breccia with melted material forming the matrix.,49560,0,0,,CO3-melt breccia
